ID,ชนิด,รหัสสินค้า,ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,รายละเอียดเพิ่มเติม,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,"Low stock amount",อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (g)","ยาว (cm)","กว้าง (cm)","สูง (cm)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,"ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
6766,simple,FT0140,"เงาะ (1000 กรัม)",1,0,visible,"Rambutan เงาะ\n500g/box\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: May – September | Flavor: Sweet, slightly acidic",,,,none,,1,,,0,0,1000,,,,0,,,12.66,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT11.jpeg,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6767,simple,FT0075,"ลองกอง (1000 กรัม)",1,0,visible,"Long Kong ลองกอง\n500g/box\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: May – September/ October | Flavor: Sweet",,,,none,,1,,,0,0,1000,,,,0,,,12.66,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT04.webp,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6768,simple,FT0110,"สละ (1000 กรัม)",1,0,visible,"Salak สละ\n500g/box\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: April – June | Flavor: Slightly sour",,,,none,,1,,,0,0,1000,,,,0,,,12.66,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT08.webp,,,,,,,,,0,,,,
6769,simple,FT0090,"มะม่วงน้ำดอกไม้ (1000 กรัม)",1,0,visible,"Mangoes มะม่วง\n300-500g/piece\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: All year round  | Flavor: Sweet (sweeter when riper)\n",,,,none,,1,,,0,0,1000,,,,0,,,13.14,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT06.jpeg,,,,,,,,,0,,,,
6770,simple,FT0100,"มะม่วงแก้วขมิ้นดิบ (1000 กรัม)",1,0,visible,"Mangoes มะม่วง\n300-500g/piece\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: All year round | Flavor: Sweet (sweeter when riper)",,,,none,,0,,,0,0,1000,,,,0,,,11.99,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT07.jpeg,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6771,simple,FT0060,"มังคุด (1000 กรัม)",1,0,visible,"Mangosteen มังคุด\n500g/box\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: May – September | Flavor: Primarily sweet with a little sourness",,,,none,,1,,,0,0,1000,,,,0,,,12.66,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT03.jpeg,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6772,simple,FT0050,"มันหวานญี่ปุ่น (1000 กรัม)",1,0,visible,"Lychee ลิ้นจี่\n500g/box\n3 Kgs/Carton\n10 Kgs/Carton\nSeason: April – June | Flavor: Sweet and slightly tangy",,,,none,,1,,,0,0,1000,,,,0,,,20.59,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT02.jpeg,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6773,simple,FT0040,"แตงไทย (1000 กรัม)",1,0,visible,,,,,none,,1,,,0,0,1000,,,,0,,,12.56,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT01.jpeg,,,,,,,,,0,,,,
6775,simple,FT0080,"สัปปะรดภูแล (500 กรัม)",1,0,visible,,,,,none,,1,,,0,0,500,,,,0,,,7.6,ผลไม้,fruit,,https://mrince.com/wp-content/uploads/2021/05/FT05.webp,,,,,,,,,0,Quantity,"10 kg., 20kg., 30kg., 40kg., 50kg.",1,0
6777,simple,DTF0060,"ขนมเทียนรวมไส้-โกฮ้อง (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,5.61,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ20.jpg,,,,,,,,,0,,,,
6778,simple,DTF0020,"กล้วยปิ้ง-เจ้าจอม (400 กรัม)",1,0,visible,,,,,none,,1,,,0,0,400,,,,0,,,6.52,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ100.jpg,,,,,,,,,0,,,,
6779,simple,DTF0030,"มันปิ้ง-เจ้าจอม (400 กรัม)",1,0,visible,,,,,none,,1,,,0,0,400,,,,0,,,8.82,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ101.jpg,,,,,,,,,0,,,,
6780,simple,DTF0040,"ข้าวเหนียวปิ้ง4ไส้(กุ้งกล้วยเผือกปลา)-เจ้าจอม (400 กรัม)",1,0,visible,,,,,none,,1,,,0,0,400,,,,0,,,8.1,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ102.jpg,,,,,,,,,0,,,,
6781,simple,DTF0050,"ปาท่องโก๋-การบินไทย 5คู่/กล่อง (400 กรัม)",1,0,visible,,,,,none,,1,,,0,0,400,,,,0,,,7.67,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ107.jpg,,,,,,,,,0,,,,
6782,simple,FZ108,"ข้าวหลามแม่สาลี่ (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,8.6,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ108.jpg,,,,,,,,,0,,,,
6783,simple,DTF0080,"ชุดขนมผสมใบตอง1(ต้มมัด+สอดไส้) (520 กรัม)",1,0,visible,,,,,none,,1,,,0,0,520,,,,0,,,6.79,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ109.jpg,,,,,,,,,0,,,,
6784,simple,DTF0090,"ชุดขนมผสมใบตอง2(เหนียวปิ้ง+สอดไส้) (360 กรัม)",1,0,visible,,,,,none,,1,,,0,0,360,,,,0,,,4.61,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ110.jpg,,,,,,,,,0,,,,
6785,simple,DTF0100,"ข้าวต้มมัดจั้มโบ้ ยายบัว (530 กรัม)",1,0,visible,,,,,none,,1,,,0,0,530,,,,0,,,6.75,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/09/FZ111.jpg,,,,,,,,,0,,,,
6786,simple,DTF0190,"ฝอยทองรวมใหญ่(หยิบหยอดฝอย) (420 กรัม)",1,0,visible,,,,,none,,1,,,0,0,420,,,,0,,,11.61,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC01.jpg,,,,,,,,,0,,,,
6787,simple,DTF0210,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",1,0,visible,,,,,none,,1,,,0,0,400,,,,0,,,7.24,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC04.jpg,,,,,,,,,0,,,,
6788,simple,DTF0220,"S&P Cake บัตเตอร์เค้ก (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,7.33,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC05.jpg,,,,,,,,,0,,,,
6789,simple,DTF0230,"S&P Solf cake-Butter (245 กรัม)",1,0,visible,,,,,none,,1,,,0,0,245,,,,0,,,5.74,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/8850231000254.jpg,,,,,,,,,0,,,,
6790,simple,DTF0240,"S&P Solf cake-Coffee (245 กรัม)",1,0,visible,,,,,none,,1,,,0,0,245,,,,0,,,5.74,ขนม,"FC, ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC09.jpg,,,,,,,,,0,,,,
6791,simple,DTF0250,"S&P Solf cake-Choco Banana (480 กรัม)",1,0,visible,,,,,none,,1,,,0,0,480,,,,0,,,9.23,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC10.jpg,,,,,,,,,0,,,,
6792,simple,DTF0260,"S&P Solf cake-Coffee ฝอยทอง (480 กรัม)",1,0,visible,,,,,none,,1,,,0,0,480,,,,0,,,9.23,ขนม,"FC, ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC11.jpg,,,,,,,,,0,,,,
6793,simple,DTF0270,"เม็ดบัวลอยช้างสามเศียร (500 กรัม)",1,0,visible,,,,,none,,1,,,0,0,500,,,,0,,,7.15,ขนม,"FC, ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC17.jpg,,,,,,,,,0,,,,
6794,simple,DTF0280,"วุ้นมะพร้าวในน้ำเชื่อม (1000 กรัม)",1,0,visible,,,,,none,,1,,,0,0,1000,,,,0,,,12.3,ขนม,"FC, ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC18.jpg,,,,,,,,,0,,,,
6795,simple,DTF0290,"S&P Cake ช๊อกโกแลตมาร์เบิ้ล (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,7.76,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC24.jpg,,,,,,,,,0,,,,
6796,simple,DTF0300,"S&P Cake ใบเตย (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,7.76,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/ShotType1_540x540-1.jpg,,,,,,,,,0,,,,
6797,simple,DTF0310,"S&P ขนมมงคลรวมทอง (150 กรัม)",1,0,visible,,,,,none,,1,,,0,0,150,,,,0,,,4.74,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC47.jpg,,,,,,,,,0,,,,
6798,simple,DTF0320,"ชิฟฟ่อนหนองพงนก-กล่องใหญ่ (330 กรัม)",1,0,visible,,,,,none,,1,,,0,0,330,,,,0,,,6.93,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC48.jpg,,,,,,,,,0,,,,
6799,simple,DTF0330,"เค้กบ้านสวน-เนยสด (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.61,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC50.jpg,,,,,,,,,0,,,,
6800,simple,DTF0340,"เค้กบ้านสวน-กาแฟ (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.61,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC51.jpg,,,,,,,,,0,,,,
6801,simple,DTF0350,"เค้กบ้านสวน-ใบเตย (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.61,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC52.jpg,,,,,,,,,0,,,,
6802,simple,DTF0360,"เค้กบ้านสวน-ธัญพืช (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.61,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC53.jpg,,,,,,,,,0,,,,
6803,simple,DTF0370,"เค้กบ้านสวน-ส้ม (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.89,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC54.jpg,,,,,,,,,0,,,,
6804,simple,DTF0380,"เค้กบ้านสวน-สตรอเบอรี่ (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.89,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC55.jpg,,,,,,,,,0,,,,
6805,simple,DTF0390,"เค้กบ้านสวน-กาแฟอัลมอนด์ (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,4.89,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC56.jpg,,,,,,,,,0,,,,
6806,simple,DTF0400,"เค้กบ้านสวน-หน้าฝอยทอง (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,5.04,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC57.jpg,,,,,,,,,0,,,,
6807,simple,DTF0410,"เค้กบ้านสวน-ช็อคโกแลต (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,5.04,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC58.jpg,,,,,,,,,0,,,,
6808,simple,DTF0420,"เค้กบ้านสวน-ชีส (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,5.04,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC59.jpg,,,,,,,,,0,,,,
6809,simple,DTF0430,"เค้กบ้านสวน-ครีมฝอยทอง (300 กรัม)",1,0,visible,,,,,none,,1,,,0,0,300,,,,0,,,5.04,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/09/FC60.jpg,,,,,,,,,0,,,,
6810,simple,DTF0810,"ปั้นสินไส้ปลา-ต้นตำรับ (240 กรัม)",1,0,visible,,,,,none,,1,,,0,0,240,,,,0,,,4.4,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/FI007.jpg,,,,,,,,,0,,,,
6811,simple,DTF0820,"เปี๊ยะหน้าเหลือง-บ้านขนม (250 กรัม)",1,0,visible,,,,,none,,1,,,0,0,250,,,,0,,,4.36,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/48613e1b9c764be8a37862a562691c60.jpg,,,,,,,,,0,,,,
6812,simple,DTF0830,"ลูกเต๋าไส้ถั่ว (155 กรัม)",1,0,visible,,,,,none,,1,,,0,0,155,,,,0,,,3.07,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/cc585594-d497-46e6-aef3-85bf2f4ff3fb.jpg,,,,,,,,,0,,,,
6813,simple,DTF0840,"กลีบลำดวน (150 กรัม)",1,0,visible,,,,,none,,1,,,0,0,150,,,,0,,,2.88,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/FI010.jpg,,,,,,,,,0,,,,
6814,simple,DTF0850,"S&P ขนมไหว้พระจันทร์Prosperity Set (4pcs) (800 กรัม)",1,0,visible,,,,,none,,1,,,0,0,800,,,,0,,,19.92,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/FI011-scaled.jpg,,,,,,,,,0,,,,
6815,simple,DTF0860,"S&P ขนมไหว้พระจันทร์Wealthy Set (4pcs) (800 กรัม)",1,0,visible,,,,,none,,1,,,0,0,800,,,,0,,,19.92,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/wealth-set.png,,,,,,,,,0,,,,
6816,simple,DTF0870,"S&P ขนมไหว้พระจันทร์(1Pcs) (200 กรัม)",1,0,visible,,,,,none,,1,,,0,0,200,,,,0,,,4.98,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/FI013.jpg,,,,,,,,,0,,,,
6817,simple,DTF0880,"Starbuck ขนมไหว้พระจันทร์ (1Pcs) (200 กรัม)",1,0,visible,,,,,none,,1,,,0,0,200,,,,0,,,6.7,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/FI014.jpg,,,,,,,,,0,,,,
6818,simple,DTF0890,"S&P ขนมมงคลรวมทอง (1000 กรัม)",1,0,visible,,,,,none,,1,,,0,0,1000,,,,0,,,12.3,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2022/04/SP-ขนมมงคลรวมทอง.jpg,,,,,,,,,0,,,,
6819,simple,DTF0900,"เม็ดทานตะวัน (500 กรัม)",1,0,visible,,,,,none,,1,,,0,0,500,,,,0,,,6.53,ขนม,"ขนม, อาหารแห้ง",,https://mrince.com/wp-content/uploads/2021/09/36617.jpg,,,,,,,,,0,,,,
6820,simple,DTF0110,"หม้อแกงถ้วยกาไก่ (350 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,350,,,,0,,,6.57,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/FZ136.jpg,,,,,,,,,0,,,,
6821,simple,DTF0130,"มันเชื่อม (300 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,300,,,,0,,,5.47,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/maxresdefault.jpg,,,,,,,,,0,,,,
6822,simple,DTF0140,"ข้าวเหนียวมูน ช.ศรแก้ว (300 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,300,,,,0,,,6.61,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/ข้าวเหนียวมูน-ซ.ศรแก้ว.jpg,,,,,,,,,0,,,,
6823,simple,DTF0150,"ปังสังขยา ตรา ชฎา (300 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,300,,,,0,,,8.33,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/FZ190.jpg,,,,,,,,,0,,,,
6824,simple,DTF0160,"ปังสังขยาพรสวรรค์ (300 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,300,,,,0,,,8.33,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/FZ191.jpg,,,,,,,,,0,,,,
6825,simple,DTF0170,"ปังเว้ยเฮ้ยทุกไส้ (150 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,150,,,,0,,,2.45,ขนม,"ขนม, อาหารแช่แข็ง",,https://mrince.com/wp-content/uploads/2021/11/FZ197.jpg,,,,,,,,,0,,,,
6826,simple,DTF0460,"สลิ่ม วัดเจษ (500 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,500,,,,0,,,8.73,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC066.jpeg,,,,,,,,,0,,,,
6827,simple,DTF0470,"ทับทิมกรอบ วัดเจษ (500 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,500,,,,0,,,9.59,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC067.jpg,,,,,,,,,0,,,,
6828,simple,DTF0520,"ขนมอาลัว (200 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,200,,,,0,,,4.84,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC121.jpg,,,,,,,,,0,,,,
6829,simple,DTF0530,"ขนม After you (150 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,150,,,,0,,,5.6,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC126.jpg,,,,,,,,,0,,,,
6830,simple,DTF0540,"หมั่นโถวสังขยา วราภรณ์ (200 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,200,,,,0,,,4.26,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC127.jpg,,,,,,,,,0,,,,
6831,simple,DTF0570,"ปังคัสตาร์ด ไข่เค็ม 7-11 (200 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,200,,,,0,,,3.98,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC140.jpg,,,,,,,,,0,,,,
6832,simple,DTF0580,"น้อยเบเกอรี่ ฝอยทองใบเตย (240 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,240,,,,0,,,5.98,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC144.jpg,,,,,,,,,0,,,,
6833,simple,DTF0590,"เค้กวรรณวนัช (150 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,150,,,,0,,,6.31,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC145.jpg,,,,,,,,,0,,,,
6834,simple,DTF0720,"มะพร้าวอ่อนแก้ว (200 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,200,,,,0,,,4.84,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC167.jpg,,,,,,,,,0,,,,
6835,simple,DTF1440,"ลูกชุป (180 กรัม)",1,0,visible,,,,,taxable,,1,,,0,0,180,,,,0,,,10.15,ขนม,"ขนม, อาหารแช่เย็น",,https://mrince.com/wp-content/uploads/2021/11/FC118.jpg,,,,,,,,,0,,,,
6837,simple,VB0011,"กวางตุ้ง (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.58,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/กวางตุ้ง.jpg,,,,,,,,,0,,,,
6838,simple,VB0021,"คื่นช่าย (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.58,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/คื่นช่าย.jpg,,,,,,,,,0,,,,
6839,simple,VB0031,"คะน้าต้น (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.74,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/คะน้าต้น.jpg,,,,,,,,,0,,,,
6840,simple,VB0041,"ผักกาดหอม (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.52,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ผักกาดหอม.jpg,,,,,,,,,0,,,,
6841,simple,VB0051,"ผักบุ้งจีน (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.13,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ผักบุ้งจีน.jpg,,,,,,,,,0,,,,
6842,simple,VB0061,"ใบกะเพรา (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.6,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ใบกะเพรา.jpg,,,,,,,,,0,,,,
6843,simple,VB0071,"ใบแมงลัก (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.6,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ใบแมงลัก.jpg,,,,,,,,,0,,,,
6844,simple,VB0081,"ใบโหระพา (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.6,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ใบโหระพา.jpg,,,,,,,,,0,,,,
6845,simple,VB0091,"ต้นหอม (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.31,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ต้นหอม.jpg,,,,,,,,,0,,,,
6846,simple,VB0101,"ผักชีไทย (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.32,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ผักชีไทย.jpg,,,,,,,,,0,,,,
6847,simple,VB0111,"ผักชีลาว (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.32,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ผักชีลาว.jpg,,,,,,,,,0,,,,
6848,simple,VB0121,"ผักกาดขาว (ลุ้ย) (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.58,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ผักกาดขาว-ลุ้ย.jpg,,,,,,,,,0,,,,
6849,simple,VB0131,"กะหล่ำปลีเขียว (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.89,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/กะหล่ำปลีเขียว.jpg,,,,,,,,,0,,,,
6850,simple,VB0141,"แตงกวา (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.74,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/แตงกวา.jpg,,,,,,,,,0,,,,
6851,simple,VB0151,"แตงร้าน (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.74,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/แตงร้าน.jpg,,,,,,,,,0,,,,
6852,simple,VB0161,"ถั่วฝักยาว (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.58,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/ถั่วฝักยาว.jpg,,,,,,,,,0,,,,
6853,simple,VB0171,"มะเขือเปราะ (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.18,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/มะเขือเปราะ.jpg,,,,,,,,,0,,,,
6854,simple,VB0201,"มะเขือเทศสีดา (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.74,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/มะเขือเทศสีดา.jpg,,,,,,,,,0,,,,
6855,simple,VB0211,"พริกจินดาแดง (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.43,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/พริกจินดาแดง.jpg,,,,,,,,,0,,,,
6856,simple,VB0231,"พริกยำแดง (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.29,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/พริกยำแดง.jpg,,,,,,,,,0,,,,
6857,simple,VB0241,"บวบเหลี่ยม (100 กรัม)",1,0,visible,"100 กรัม",,,,taxable,,1,,,0,0,100,,,,0,,,1.58,ผัก,,,https://mrince.com/wp-content/uploads/2022/04/บวบเหลี่ยม.jpg,,,,,,,,,0,,,,
